Marka,Model,Cena,Waluta,Paliwo,Przebieg,Rocznik,Skrzynia biegów
Audi,Audi A1 Sportback,89900,PLN,Benzyna,25769,2024,Automatyczna
Audi,Audi A6 Avant,144500,PLN,Diesel,55657,2022,Automatyczna
Honda,Honda Jazz 1.3 i-VTEC Comfort,39500,PLN,Benzyna,70000,2017,Manualna
Audi,Audi S3 Limousine,198900,PLN,Benzyna,10,2026,Automatyczna
Renault,Renault Captur 0.9 Energy TCe S-Edition,36600,PLN,Benzyna,146000,2017,Manualna
Toyota,Toyota Land Cruiser,139000,PLN,Diesel,113000,1994,Manualna
Honda,Honda ZR-V 2.0 i-MMD HEV Advance 2WD CVT,174900,PLN,Hybryda,7,2026,Automatyczna
MINI,MINI Countryman S ALL4 mHEV Linia Favoured,207900,PLN,Benzyna,7400,2025,Automatyczna
Ford,Ford C-MAX 1.6 TDCi Titanium,11500,PLN,Diesel,303000,2012,Manualna
Jeep,Jeep Wrangler,50000,PLN,Benzyna,185000,1989,Manualna
Ford,Ford Fiesta 1.25 Trend,26800,PLN,Benzyna,129000,2015,Manualna
Mercedes-Benz,Mercedes-Benz GLC,105000,PLN,Diesel,84000,2018,Automatyczna
BMW,BMW X1,26900,PLN,Diesel,211000,2011,Automatyczna
Volkswagen,Volkswagen T-Roc 1.5 TSI Final Edition DSG,134900,PLN,Benzyna,4945,2025,Automatyczna
Inny,Inny Inny,9700,PLN,Benzyna,117340,1991,Manualna
Peugeot,Peugeot Boxer 2.5TD,17200,PLN,Diesel,341457,2000,Manualna
Nissan,Nissan X-Trail,64900,PLN,Benzyna,128337,2020,Automatyczna
Skoda,Skoda Kamiq 1.0 TSI Monte Carlo DSG,65000,PLN,Benzyna,80200,2020,Automatyczna
Nissan,Nissan Micra 1.4 Tekna,3300,PLN,Benzyna,190000,2004,Manualna
Opel,Opel Insignia 2.0 T Sport 4x4,19800,PLN,Benzyna,152000,2012,Automatyczna
BMW,BMW X1 xDrive20i M Sport sport,68500,PLN,Benzyna,163000,2016,Automatyczna
Toyota,Toyota Proace Verso,105000,PLN,Diesel,22000,2025,Manualna
Seat,Seat Mii 1.0 Reference,17800,PLN,Benzyna,140000,2016,Manualna
Volkswagen,Volkswagen Passat,26300,PLN,Diesel,298700,2016,Manualna
Hyundai,Hyundai ix20 1.4 Trend,29500,PLN,Benzyna,132471,2015,Manualna
Volkswagen,Volkswagen Tiguan 1.4 TSI BlueMotion Technology Sport & Style,37700,PLN,Benzyna,115800,2014,Manualna
Volvo,Volvo V60,89900,PLN,Benzyna,161711,2022,Automatyczna
Ford,Ford Kuga 1.5 EcoBoost 2x4 Titanium,47999,PLN,Benzyna,145797,2017,Manualna
Ford,Ford Focus,46700,PLN,Benzyna,127936,2019,Automatyczna
Ford,Ford Focus 2.0 EcoBoost ST mit Leder-Exclusiv-Paket,63900,PLN,Benzyna,162586,2016,Manualna
Volkswagen,Volkswagen T-Roc 1.5 eTSI R-Line DSG,169500,PLN,Benzyna,1,2026,Automatyczna
Volkswagen,Volkswagen T-Roc 1.5 eTSI Style DSG,134000,PLN,Benzyna,1,2026,Automatyczna
Volkswagen,Volkswagen Tayron 2.0 TSI 4Mot R-Line Plus DSG,254000,PLN,Benzyna,1,2026,Automatyczna
Volkswagen,Volkswagen Tiguan 2.0 TDI 4Mot Elegance DSG,227500,PLN,Diesel,1,2026,Automatyczna
Volkswagen,Volkswagen Tayron,229900,PLN,Hybryda,1,2026,Automatyczna
Ford,Ford Galaxy 2.0 TDCi DPF Ghia,26990,PLN,Diesel,200000,2009,Manualna
Volkswagen,Volkswagen Tayron 2.0 TDI SCR 4Mot R-Line Plus DSG,255500,PLN,Diesel,1,2026,Automatyczna
Volkswagen,Volkswagen Tiguan 1.5 eTSI Life Plus DSG,165000,PLN,Benzyna,1,2026,Automatyczna
Citroën,Citroën C6 2.2 HDi,11800,PLN,Diesel,256000,2007,Manualna
Volkswagen,Volkswagen Tiguan 2.0 TDI 4Mot R-Line Plus DSG,234500,PLN,Diesel,1,2026,Automatyczna
Volkswagen,Volkswagen Tiguan 2.0 TSI 4Mot R-Line Plus DSG,240000,PLN,Benzyna,1,2026,Automatyczna
Toyota,Toyota Corolla 1.5 Comfort MS,77000,PLN,Benzyna,39000,2024,Automatyczna
Hyundai,Hyundai i40 1.6 CRDi Comfort,47990,PLN,Diesel,170000,2020,Manualna
Dacia,Dacia Duster 1.6 SCe Open S&S,34900,PLN,Benzyna,104000,2017,Manualna
Opel,Opel Zafira 1.8 Innovation 110 Jahre,22990,PLN,Benzyna,170000,2012,Manualna
Hyundai,Hyundai ix35 1.7 CRDi Premium 2WD,29000,PLN,Diesel,193000,2015,Manualna
BMW,BMW X3 xDrive20d,36800,PLN,Diesel,293000,2011,Manualna
Opel,Opel Corsa 1.4 Innovation,35900,PLN,Benzyna,91134,2018,Manualna
Opel,Opel Mokka 1.6 Active S&S,34900,PLN,Benzyna,198591,2016,Manualna
Volkswagen,Volkswagen Polo 1.2 12V Highline,6980,PLN,Benzyna,189000,2009,Manualna
BMW,BMW X3 xDrive20 mHEV,224900,PLN,Benzyna,27374,2025,Automatyczna
Ford,Ford Mustang,169900,PLN,Benzyna,24021,2018,Automatyczna
Skoda,Skoda Superb 2.0 TDI SCR Style DSG,92100,PLN,Diesel,103568,2022,Automatyczna
Mazda,Mazda CX-5 2.5 e-SKYACTIV G Prime-Line,139140,PLN,Benzyna,1,2026,Automatyczna
Nissan,Nissan Qashqai 1.3 DIG-T DCT AKARI,74900,PLN,Benzyna,147154,2022,Automatyczna
Toyota,Toyota Corolla 1.6 Comfort MS,54900,PLN,Benzyna,149800,2016,Automatyczna
Jeep,Jeep Avenger 1.2 T3 mHEV Summit FWD eDCT6,119900,PLN,Benzyna,7,2026,Automatyczna
Ford,Ford Tourneo Connect,150300,PLN,Diesel,10,2026,Automatyczna
Honda,Honda HR-V 1.5 Executive (ADAS) CVT,62500,PLN,Benzyna,155000,2015,Automatyczna
Audi,Audi A7 Sportback,99900,PLN,Diesel,230000,2017,Automatyczna
Toyota,Toyota RAV4 Hybrid Premium 4x4,89900,PLN,Hybryda,111304,2017,Automatyczna
Opel,Opel Zafira 1.4 Turbo (ecoFLEX) Start/Stop Active,29999,PLN,Benzyna,178000,2016,Manualna
Chrysler,Chrysler Pacifica,85000,PLN,Benzyna,145000,2019,Automatyczna
Renault,Renault Kadjar 1.3 TCe FAP Black Edition EDC,61900,PLN,Benzyna,51333,2019,Automatyczna
Citroën,Citroën C5,26900,PLN,Diesel,214000,2015,Manualna
Opel,Opel Astra 1.2 T Elegance S&S,35500,PLN,Benzyna,125000,2020,Manualna
Alfa Romeo,Alfa Romeo Tonale 1.5 T4 GSE mHEV Veloce DCT,179900,PLN,Hybryda,1,2026,Automatyczna
Volkswagen,Volkswagen Passat 2.0 TDI BMT Highline DSG,61900,PLN,Diesel,213000,2017,Automatyczna
Renault,Renault Scenic 1.3 TCe Energy Intens EDC,49900,PLN,Benzyna,101100,2018,Automatyczna
Toyota,Toyota Corolla,88850,PLN,Hybryda,97983,2022,Automatyczna
Mercedes-Benz,Mercedes-Benz CLK,26200,PLN,Benzyna,196850,2006,Automatyczna
AVATR,AVATR 12,224900,PLN,Hybryda Plug-in,8604,2025,Automatyczna
Volvo,Volvo XC 60,219900,PLN,Hybryda Plug-in,10789,2025,Automatyczna
Volvo,Volvo V70 D2 Momentum,12500,PLN,Diesel,285000,2011,Manualna
Volvo,Volvo V60,159900,PLN,Benzyna,31517,2025,Automatyczna
Volvo,Volvo V60 D3 R-Design,19900,PLN,Diesel,365000,2012,Manualna
Mercedes-Benz,Mercedes-Benz GLC 300 de PHEV 4-Matic Avantgarde,214900,PLN,Hybryda Plug-in,28410,2024,Automatyczna
Audi,Audi A7 Sportback,109800,PLN,Diesel,135000,2017,Automatyczna
Toyota,Toyota C-HR 1.8 Hybrid Comfort,98999,PLN,Hybryda,74000,2024,Automatyczna
Nissan,Nissan Juke 1.6 T Nismo 4x4,37500,PLN,Benzyna,181086,2013,Automatyczna
Mercedes-Benz,Mercedes-Benz Klasa V 300 d 4-Matic 9G-Tronic Exclusive (d³ugi),389900,PLN,Diesel,74444,2024,Automatyczna
Audi,Audi A7 Sportback 3.0 TDI Quattro Tiptronic,59000,PLN,Diesel,245000,2012,Automatyczna
Toyota,Toyota Yaris Hybrid 100 Sol,36900,PLN,Hybryda,249400,2017,Automatyczna
BMW,BMW X3,144000,PLN,Benzyna,126775,2019,Automatyczna
Peugeot,Peugeot 208 1.2 PureTech Allure Pack S&S,44999,PLN,Benzyna,42304,2021,Manualna
Skoda,Skoda Octavia 2.0 TDI Ambition DSG,75700,PLN,Diesel,26000,2025,Automatyczna
Honda,Honda HR-V 1.5 i-MMD Advance BSI CVT,133900,PLN,Hybryda,5,2026,Automatyczna
Renault,Renault Grand Scenic Gr 1.2 TCe Energy Limited EU6,31900,PLN,Benzyna,182912,2017,Manualna
Ford,Ford Tourneo Custom,221800,PLN,Diesel,10,2026,Automatyczna
Citroën,Citroën DS3 PureTech 110 Start & Stop EAT6 OPF CONNECTED CHIC,36900,PLN,Benzyna,98000,2018,Automatyczna
BMW,BMW Seria 1 116d Sport Line Shadow,63500,PLN,Diesel,114000,2022,Automatyczna
Mercedes-Benz,Mercedes-Benz Klasa S 500 BlueEFFICIENCY 4-Matic,139900,PLN,Benzyna,73640,2011,Automatyczna
Suzuki,Suzuki SX4,45500,PLN,Benzyna,103000,2017,Manualna
Renault,Renault Koleos 2.0 Blue dCi Initiale Paris 4x4 X-Tronic,89900,PLN,Diesel,80000,2019,Automatyczna
Volvo,Volvo V40 D2 Kinetic,22900,PLN,Diesel,257000,2013,Manualna
Skoda,Skoda Fabia 1.4 16V Sport,19500,PLN,Benzyna,150000,2013,Manualna
Mercedes-Benz,Mercedes-Benz Vito Mixto 447.701,53500,PLN,Diesel,137000,2016,Manualna
Citroën,Citroën Berlingo M Benzin 110 PLUS,29500,PLN,Benzyna,176000,2017,Manualna
BMW,BMW Seria 3 328i Modern Line,39000,PLN,Benzyna,143376,2012,Automatyczna
Abarth,Abarth 500,66999,PLN,Benzyna,50000,2019,Manualna
Ford,Ford Focus 1.5 EcoBlue Start-Stopp-System ACTIVE,44999,PLN,Diesel,175000,2020,Automatyczna
Renault,Renault Captur 0.9 Energy TCe Alize EU6,39900,PLN,Benzyna,61000,2017,Manualna
Renault,Renault Twingo 1.2 16V Dynamique,8400,PLN,Benzyna,203000,2010,Manualna
Ford,Ford S-Max 2.5 Duratec FHEV VIGNALE,99900,PLN,Hybryda,145000,2021,Automatyczna
Suzuki,Suzuki Swift 1.2 Dualjet SHVS Premium,50000,PLN,Benzyna,74000,2021,Manualna
Volkswagen,Volkswagen Touran,11500,PLN,Diesel,280000,2007,Manualna
Volvo,Volvo XC 60 B5 B R-Design,149900,PLN,Benzyna,34000,2025,Automatyczna
Honda,Honda Jazz,13000,PLN,Benzyna,135000,2009,Automatyczna
Volkswagen,Volkswagen T-Roc 1.5 eTSI R-Line DSG,162450,PLN,Benzyna,1,2026,Automatyczna
Dodge,Dodge Challenger,189900,PLN,Benzyna,88700,2016,Automatyczna
Ford,Ford Mustang 2.3 EcoBoost,95900,PLN,Benzyna,77820,2020,Automatyczna
Seat,Seat Ibiza,5890,PLN,Benzyna,210997,2007,Manualna
BMW,BMW Seria 3 316d Modern Line,33900,PLN,Diesel,164390,2013,Manualna
Toyota,Toyota Auris 1.6 D-4D Comfort,30000,PLN,Diesel,237373,2016,Manualna
Audi,Audi S3,150000,PLN,Benzyna,52000,2022,Automatyczna
Ford,Ford EcoSport 1.5 TDCi TITANIUM,39900,PLN,Diesel,90860,2017,Manualna
Nissan,Nissan X-Trail 1.6 DCi Tekna 2WD EU6,46700,PLN,Diesel,155700,2017,Manualna
Audi,Audi A4 Avant 1.8 TFSI,24800,PLN,Benzyna,280217,2011,Manualna
MINI,MINI Countryman Cooper S E All4,94999,PLN,Hybryda Plug-in,50283,2021,Automatyczna
Fiat,Fiat 500X,38000,PLN,Benzyna,107000,2019,Manualna
Opel,Opel Astra 1.6,7900,PLN,Benzyna,206000,2005,Manualna
Nissan,Nissan Qashqai,68700,PLN,Benzyna,117000,2019,Manualna
Honda,Honda Jazz 1.4 SI,34900,PLN,Benzyna,95270,2013,Manualna
Lexus,Lexus NX 450h+ Prestige AWD,249900,PLN,Hybryda Plug-in,20054,2025,Automatyczna
Fiat,Fiat Freemont 2.0 Multijet 16V DPF Black Code,39900,PLN,Diesel,178000,2014,Manualna
Renault,Renault Megane,20900,PLN,Diesel,207000,2015,Manualna
BMW,BMW Seria 5 520d Edition Fleet Sport,14200,PLN,Diesel,352000,2007,Automatyczna
BMW,BMW Seria 5 520d mHEV M Sport sport,145000,PLN,Diesel,151000,2023,Automatyczna
Toyota,Toyota Proace Verso,153850,PLN,Diesel,91053,2021,Automatyczna
Citroën,Citroën C5 Aircross 1.6 PHEV 225 Shine EAT8,84800,PLN,Hybryda Plug-in,80000,2023,Automatyczna
Opel,Opel Grandland 1.2 T GS Line S&S,86800,PLN,Benzyna,17000,2024,Manualna
BMW,BMW X3 M Competition,269000,PLN,Benzyna,32800,2021,Automatyczna
Peugeot,Peugeot 3008 1.6 PureTech Hybrid PHEV GT S&S EAT8,90800,PLN,Hybryda Plug-in,119000,2022,Automatyczna
Denza,Denza N9,329900,PLN,Hybryda Plug-in,10996,2025,Automatyczna
Seat,Seat Ibiza,15900,PLN,Benzyna,174000,2014,Manualna
Ford,Ford Focus 1.6 TDCi Edition,19000,PLN,Diesel,261012,2012,Manualna
Ford,Ford Focus 1.0 EcoBoost Edition,22800,PLN,Benzyna,182000,2016,Manualna
Fiat,Fiat Talento Multicab Multijet L2H1 Base,35900,PLN,Diesel,195000,2018,Manualna
Renault,Renault Twingo SCe 70 Start&Stop Cosmic,15900,PLN,Benzyna,84900,2015,Manualna
Mazda,Mazda 3 SKYACTIV-G 120 Exclusive-Line,49900,PLN,Benzyna,79821,2018,Manualna
Renault,Renault Koleos 2.0 dCi 4x4 Dynamique,25999,PLN,Diesel,193329,2011,Automatyczna
Jaguar,Jaguar F-Pace 30t AWD Prestige,77000,PLN,Benzyna,145000,2020,Automatyczna
Ford,Ford Focus 2.0 TDCi SYNC Edition ASS,25999,PLN,Diesel,230000,2015,Manualna
Tesla,Tesla Model Y,159900,PLN,Elektryczny,49900,2023,Automatyczna
Volvo,Volvo V60,72570,PLN,Benzyna,203000,2020,Automatyczna
Peugeot,Peugeot 508,36900,PLN,Diesel,180000,2016,Automatyczna
Audi,Audi A8,35000,PLN,Benzyna,215000,1999,Automatyczna
Honda,Honda Jazz 1.2 i-VTEC,10900,PLN,Benzyna,226314,2009,Manualna
Volkswagen,Volkswagen Tiguan 1.5 eTSI Life DSG,129900,PLN,Benzyna,23244,2024,Automatyczna
Fiat,Fiat Freemont 2.0 Multijet 16V DPF Lounge,32900,PLN,Diesel,119847,2012,Manualna
Opel,Opel Mokka X 1.4 T Enjoy S&S,41900,PLN,Benzyna+LPG,174572,2017,Manualna
Volvo,Volvo V60 DRIVe Kinetic,24900,PLN,Diesel,286660,2015,Manualna
Opel,Opel Astra 1.6 CDTI Active,19900,PLN,Diesel,117058,2015,Manualna
Ford,Ford Focus 1.0 EcoBoost Trend,39999,PLN,Benzyna,116000,2019,Manualna
Audi,Audi A4 Avant,34000,PLN,Benzyna,128,2013,Automatyczna
Cupra,Cupra Ateca,111900,PLN,Benzyna,20150,2024,Automatyczna
Honda,Honda Civic 1.8 Lifestyle (Honda Connect+),45900,PLN,Benzyna+LPG,237919,2016,Manualna
Jeep,Jeep Compass,94800,PLN,Benzyna,1312,2022,Automatyczna
Subaru,Subaru Impreza 2.0 GT,69900,PLN,Benzyna,219000,1998,Manualna
Renault,Renault Trafic ENERGY L2H1 3.0t Komfort,64900,PLN,Diesel,81620,2023,Manualna
Renault,Renault Trafic ENERGY L2H1 3.0t Komfort,59900,PLN,Diesel,117047,2023,Manualna
Omoda,Omoda 7,149900,PLN,Hybryda Plug-in,2000,2025,Automatyczna
Skoda,Skoda Fabia,3999,PLN,Benzyna,113,2002,Manualna
Infiniti,Infiniti FX FX30d S,20000,PLN,Diesel,384000,2010,Automatyczna
Kia,Kia XCeed 1.5 T-GDI L DCT,110900,PLN,Benzyna,23932,2024,Automatyczna
Toyota,Toyota Corolla,65000,PLN,Benzyna,96000,2018,Manualna
Hyundai,Hyundai i30 1.6 CRDi Premium,10000,PLN,Diesel,230000,2009,Manualna
Audi,Audi A4 Limousine,2000,PLN,Benzyna,185000,1997,Manualna
BMW,BMW X1 xDrive23d mHEV M Sport sport,165000,PLN,Diesel,72624,2022,Automatyczna
Volkswagen,Volkswagen Touran 1.6 FSI Trendline,5000,PLN,Benzyna,270000,2005,Manualna
Audi,Audi Q5 TFSI mHEV 150 kW Quattro S tronic,144900,PLN,Hybryda,68399,2023,Automatyczna
Volkswagen,Volkswagen Polo 1.2 Trendline CityLine,17900,PLN,Benzyna,129000,2011,Manualna
Mercedes-Benz,Mercedes-Benz Vito 639.705,18449,PLN,Diesel,755743,2009,Automatyczna
Volvo,Volvo V60 D3 Drive-E Momentum,37500,PLN,Diesel,248777,2017,Automatyczna
BMW,BMW Seria 5 520d xDrive mHEV M Sport,214900,PLN,Diesel,37804,2025,Automatyczna
Skoda,Skoda Fabia 1.0 TSI Drive,83500,PLN,Benzyna,9,2026,Manualna
Audi,Audi Q5,96000,PLN,Benzyna,93000,2019,Automatyczna
Subaru,Subaru Crosstrek 2.0i-S e-Boxer Platinum (EyeSight) Lineartronic,166000,PLN,Hybryda,9,2026,Automatyczna
BMW,BMW Seria 3,159900,PLN,Diesel,74608,2023,Automatyczna
Seat,Seat Leon 2.0 TDI FR S&S DSG,69999,PLN,Diesel,159000,2022,Automatyczna
Volkswagen,Volkswagen Golf,139900,PLN,Benzyna,29210,2023,Automatyczna
Audi,Audi A6 Limousine,15900,PLN,Diesel,527000,2011,Automatyczna
MINI,MINI Clubman Cooper SD Bond Street,23900,PLN,Diesel,193206,2011,Automatyczna
Kia,Kia ProCeed,99000,PLN,Benzyna,61000,2022,Automatyczna
Volvo,Volvo XC 40 T5 Recharge DKG RDesign,91900,PLN,Hybryda Plug-in,160000,2022,Automatyczna
Volkswagen,Volkswagen Golf 1.5 TSI BMT Evo IQ Drive DSG,66500,PLN,Benzyna,83000,2020,Automatyczna
Volkswagen,Volkswagen Golf,200000,PLN,Benzyna,10,2026,Automatyczna
Volvo,Volvo V90 D4 AWD Momentum,74800,PLN,Diesel,223000,2016,Automatyczna
Audi,Audi A7 Sportback 55 TFSI mHEV Quattro S tronic,185000,PLN,Benzyna,53539,2019,Automatyczna
Tesla,Tesla Model X,129000,PLN,Elektryczny,218301,2016,Automatyczna
Dacia,Dacia Duster 1.6 SCe Access S&S,25900,PLN,Benzyna,200000,2017,Manualna
Toyota,Toyota Corolla,68880,PLN,Hybryda,132000,2019,Automatyczna
Skoda,Skoda Fabia 1.0 TSI Drive,81000,PLN,Benzyna,9,2026,Manualna
BMW,BMW X5 xDrive30d mHEV sport,418000,PLN,Diesel,1,2026,Automatyczna
Hyundai,Hyundai ix20,23000,PLN,Benzyna,130000,2011,Manualna
Skoda,Skoda Superb,27500,PLN,Benzyna,179568,2011,Manualna
Honda,Honda Civic,18000,PLN,Benzyna,186000,2008,Manualna
BMW,BMW Seria 5 528i xDrive,55000,PLN,Benzyna,135000,2012,Automatyczna
Dacia,Dacia Bigster 1.8 Full Hybrid 155 Journey MMT,121900,PLN,Hybryda,7000,2025,Automatyczna
MINI,MINI Countryman,181400,PLN,Hybryda,10,2026,Automatyczna
Land Rover,Land Rover Range Rover Sport P460e Dynamic SE,529000,PLN,Benzyna,1800,2025,Automatyczna
Volkswagen,Volkswagen Transporter,29100,PLN,Diesel,343800,2006,Automatyczna
Opel,Opel Mokka X 1.4 T Elite S&S,52900,PLN,Benzyna,135300,2016,Manualna
Toyota,Toyota Yaris,9900,PLN,Benzyna,137000,2008,Manualna
Renault,Renault Arkana 1.6 E-TECH Techno MMT,94900,PLN,Hybryda,18102,2024,Automatyczna
Nissan,Nissan Qashqai 1.2 DIG-T N-Connecta EU6,53900,PLN,Benzyna,89000,2018,Manualna
Renault,Renault Scenic 1.2 TCe Energy Dynamique,19900,PLN,Benzyna,153000,2014,Manualna
BMW,BMW X5 xDrive40d mHEV,491100,PLN,Diesel,1,2026,Automatyczna
Dacia,Dacia Logan TCe 90 Prestige,18990,PLN,Benzyna,144628,2014,Manualna
Renault,Renault Laguna 2.0 DCi Privilege,14900,PLN,Diesel,266938,2010,Manualna
Renault,Renault Megane 1.2 16V TCe Energy Limited,15900,PLN,Benzyna,199000,2014,Manualna
Opel,Opel Insignia,19900,PLN,Diesel,237660,2011,Automatyczna
Audi,Audi A6 Avant,239900,PLN,Diesel,20295,2025,Automatyczna
Mercedes-Benz,Mercedes-Benz Klasa V 300 d lang 9G-TRONIC Avantgarde Edition 2020,189800,PLN,Diesel,73000,2020,Automatyczna
Seat,Seat Ateca,129900,PLN,Benzyna,10,2026,Automatyczna
Hyundai,Hyundai i30 1.5 DPI Modern,46900,PLN,Benzyna,129000,2022,Manualna
Volvo,Volvo V60 D3 Geartronic Linje Business,29999,PLN,Diesel,267412,2016,Automatyczna
Jeep,Jeep Renegade 1.3 GSE T4 Turbo Limited 4x4 S&S,59900,PLN,Benzyna,143123,2019,Automatyczna
Seat,Seat Arona,77900,PLN,Benzyna,8590,2023,Manualna
BMW,BMW X3 xDrive20d mHEV,278500,PLN,Diesel,1000,2026,Automatyczna
Audi,Audi A2,2500,PLN,Benzyna,20012,2002,Manualna
Seat,Seat Leon 1.8 TSI Start&Stop DSG XCELLENCE,38800,PLN,Benzyna,183000,2013,Automatyczna
Peugeot,Peugeot 207 1.4,5900,PLN,Benzyna,162714,2009,Manualna
Peugeot,Peugeot 308,39000,PLN,Diesel,236011,2015,Automatyczna
Audi,Audi Q7 50 TDI mHEV Quattro S Line Tiptr,250000,PLN,Diesel,32853,2024,Automatyczna
Hyundai,Hyundai Tucson,65900,PLN,Benzyna,75000,2020,Automatyczna
Skoda,Skoda Octavia 1.6 Ambiente,18999,PLN,Benzyna+LPG,254000,2010,Manualna
Opel,Opel Mokka X 1.4 ECOTEC Start/Stop Design Line,47300,PLN,Benzyna,124984,2017,Manualna
Nissan,Nissan Murano,56800,PLN,Benzyna+LPG,128000,2015,Automatyczna
Suzuki,Suzuki Vitara 1.6 (4x4) Allgrip Automatik Comfort,58990,PLN,Benzyna,61165,2016,Automatyczna
Mercedes-Benz,Mercedes-Benz Klasa E 220 CDI Avantgarde,27900,PLN,Diesel,300000,2010,Manualna
Kia,Kia Sportage 2.0 CVVT 4WD Automatik Spirit,44400,PLN,Benzyna,139800,2012,Automatyczna
Opel,Opel Karl 1.0 Innovation,21999,PLN,Benzyna,148440,2015,Manualna
BMW,BMW Seria 1,6300,PLN,Benzyna,169311,2008,Manualna
Opel,Opel Corsa 1.6T OPC,22000,PLN,Benzyna,280000,2008,Manualna
Volkswagen,Volkswagen T-Roc 1.5 eTSI R-Line DSG,155120,PLN,Benzyna,10,2026,Automatyczna
Audi,Audi Q5 40 TFSI quattro S tronic,128000,PLN,Benzyna,10400,2024,Automatyczna
Mercedes-Benz,Mercedes-Benz EQE 350 4MATIC,299900,PLN,Elektryczny,9742,2025,Automatyczna
Renault,Renault Megane 1.5 dCi Generation,8700,PLN,Diesel,337795,2011,Manualna
Volvo,Volvo XC 90 T6 AWD Inscription 7os,76000,PLN,Benzyna,236700,2016,Automatyczna
Tesla,Tesla Model 3,139000,PLN,Elektryczny,73000,2023,Automatyczna
Seat,Seat Arona 1.0 TSI OPF FR BEATS,69900,PLN,Benzyna,50000,2022,Manualna
Citroën,Citroën C4 Picasso,24500,PLN,Diesel,175000,2016,Manualna
BMW,BMW M3,359000,PLN,Benzyna,55000,2024,Automatyczna
Ford,Ford Kuga 2.0 EcoBlue AWD ST-Line,99000,PLN,Diesel,79500,2022,Automatyczna
BMW,BMW Seria 4 430i xDrive M Sport,165000,PLN,Benzyna,114212,2022,Automatyczna
BMW,BMW X5 xDrive40i mHEV M Sport sport,345900,PLN,Benzyna,29000,2023,Automatyczna
Kia,Kia Picanto 1.1 Spirit,21900,PLN,Benzyna,111000,2016,Manualna
Dacia,Dacia Bigster 1.8 Full Hybrid 155 Extreme MMT,128699,PLN,Hybryda,5,2026,Automatyczna
Renault,Renault Clio 1.2 TCe Techno,94299,PLN,Benzyna,5,2026,Manualna
Dacia,Dacia Duster,93900,PLN,Benzyna+LPG,5,2026,Manualna
Renault,Renault Captur 1.8 E-TECH Full Hybrid 160 Techno,120399,PLN,Hybryda,5,2026,Automatyczna
Renault,Renault Kadjar TCe 140 GPF INTENS,75900,PLN,Benzyna,69587,2021,Manualna
Renault,Renault Grand Scenic ENERGY dCi 130 INTENS,55900,PLN,Diesel,145800,2018,Manualna
BMW,BMW X3 xDrive20 mHEV,224900,PLN,Benzyna,17237,2025,Automatyczna
BMW,BMW X1 sDrive18i,143900,PLN,Benzyna,30277,2025,Automatyczna
BMW,BMW Seria 5 520d xDrive mHEV M Sport,214900,PLN,Diesel,33247,2025,Automatyczna
BMW,BMW X2,247900,PLN,Benzyna,15724,2025,Automatyczna
BYD,BYD Seal U,157900,PLN,Hybryda Plug-in,30,2025,Automatyczna
BMW,BMW Seria 5 540d xDrive mHEV M Sport,374900,PLN,Diesel,17900,2025,Automatyczna
MG,MG HS,78900,PLN,Benzyna,42147,2023,Automatyczna
Fiat,Fiat Ducato L3,99876,PLN,Diesel,51600,2024,Manualna
BMW,BMW X2,217900,PLN,Diesel,11120,2025,Automatyczna
Renault,Renault Espace 2.0 Blue dCi Initiale Paris EDC,108850,PLN,Diesel,100529,2021,Automatyczna
Honda,Honda Civic,33900,PLN,Benzyna,117000,2011,Manualna
Fiat,Fiat Panda 1.2 Classic,10900,PLN,Benzyna,185300,2012,Manualna
Volkswagen,Volkswagen Golf Variant,190000,PLN,Benzyna,1,2026,Automatyczna
Kia,Kia XCeed 1.4 T-GDI L DCT,77900,PLN,Benzyna,16057,2020,Automatyczna
Kia,Kia Ceed 1.5 T-GDI M DCT,94900,PLN,Benzyna,8037,2024,Automatyczna
Audi,Audi S4 Limousine,129000,PLN,Benzyna,99000,2019,Automatyczna
Suzuki,Suzuki Swift 1.3 JB Edition,4799,PLN,Benzyna,226434,2008,Manualna
Honda,Honda Jazz,31999,PLN,Hybryda,107591,2014,Automatyczna
Kia,Kia Optima,39900,PLN,Diesel,246600,2019,Automatyczna
Skoda,Skoda Octavia 1.4 Ambiente,9549,PLN,Benzyna+LPG,327323,2009,Manualna
Audi,Audi A4 Avant 2.0 TDI,36000,PLN,Diesel,236447,2010,Manualna
Toyota,Toyota Yaris 1.5 Life,32999,PLN,Benzyna,158105,2020,Manualna
Audi,Audi A3 Limousine 35 TFSI S tronic advanced,82500,PLN,Benzyna,122000,2022,Automatyczna
Ford,Ford Kuga 2.0 TDCi 2x4 Trend,21999,PLN,Diesel,218776,2010,Manualna
Volkswagen,Volkswagen Golf Sportsvan SV 1.6 TDI BMT Start,33999,PLN,Diesel,130809,2015,Manualna
BMW,BMW Seria 3 330i xDrive M Sport,199999,PLN,Benzyna,29305,2024,Automatyczna
Renault,Renault Kadjar,39900,PLN,Benzyna,143150,2016,Automatyczna
BMW,BMW X1,24999,PLN,Diesel,249334,2011,Manualna
Volvo,Volvo XC 40 T2 Essential,79000,PLN,Benzyna,138000,2020,Automatyczna
Skoda,Skoda Superb 2.0 TDI Ambition,19900,PLN,Diesel,249000,2011,Manualna
Renault,Renault Megane,2500,PLN,Benzyna,119,1999,Manualna
Skoda,Skoda Fabia,3500,PLN,Benzyna+LPG,390000,2009,Manualna
