Marka,Model,Cena,Waluta,Paliwo,Przebieg,Rocznik,Skrzynia biegów
Ford,Ford Focus 1.6 TDCi Econetic,6900,PLN,Diesel,214102,2010,Manualna
Abarth,Abarth 500,49500,PLN,Benzyna,180000,2017,Manualna
Toyota,Toyota RAV4 Hybrid Prestige 4x4,78000,PLN,Hybryda,168000,2016,Automatyczna
Opel,Opel Astra 1.4 T Sport,25400,PLN,Benzyna,196888,2013,Manualna
Skoda,Skoda Octavia,9800,PLN,Diesel,344500,2009,Manualna
Renault,Renault Clio SCe 75 EXPERIENCE,24900,PLN,Benzyna,85500,2019,Manualna
Renault,Renault Koleos ENERGY dCi 175 X-tronic 4WD INITIALE PARIS,36400,PLN,Diesel,164000,2019,Automatyczna
Fiat,Fiat Doblo 1.6 16V Multijet Easy,18400,PLN,Diesel,368400,2015,Manualna
Nissan,Nissan Qashqai 1.2 DIG-T Visia Xtronic,41900,PLN,Benzyna,84000,2014,Automatyczna
Toyota,Toyota GT86 2.0 Limited Edition,89999,PLN,Benzyna,65000,2014,Manualna
BMW,BMW Seria 7,44000,PLN,Benzyna+LPG,395796,1996,Automatyczna
Nissan,Nissan Qashqai,47900,PLN,Benzyna,160000,2018,Manualna
Mercedes-Benz,Mercedes-Benz Klasa E,235000,PLN,Diesel,12000,2023,Automatyczna
BMW,BMW Seria 5,27900,PLN,Diesel,198514,2011,Manualna
Suzuki,Suzuki SX4 S-Cross 1.4 Boosterjet Allgrip Comfort+,53900,PLN,Benzyna,170000,2017,Manualna
Mazda,Mazda 2 1.3 MZR Center-Line,11900,PLN,Benzyna+LPG,209000,2012,Manualna
Volkswagen,Volkswagen Golf,6600,PLN,Diesel,350000,2002,Manualna
Kia,Kia Soul 1.6 GDI Dream Team Edition,39000,PLN,Benzyna,122995,2016,Manualna
Volkswagen,Volkswagen Golf 1.0 TSI BlueMotion Comfortline,35900,PLN,Benzyna,189000,2019,Manualna
Opel,Opel Vivaro,15800,PLN,Diesel,358500,2009,Manualna
Mercedes-Benz,Mercedes-Benz GLE 400 d 4-Matic,355000,PLN,Diesel,27474,2023,Automatyczna
Kia,Kia XCeed 1.6 T-GDI XL DCT,79900,PLN,Benzyna,124900,2020,Automatyczna
Renault,Renault Megane 1.5 dCi Intens EDC,29900,PLN,Diesel,154000,2017,Automatyczna
Skoda,Skoda Kodiaq 2.0 TSI 4x4 Ambition DSG 7os,87000,PLN,Benzyna,79500,2017,Automatyczna
Mazda,Mazda 3 1.6 Comfort,19000,PLN,Benzyna,194054,2010,Manualna
Nissan,Nissan Qashqai+2 2.0 dCi Tekna EU5,25000,PLN,Diesel,246000,2011,Manualna
Suzuki,Suzuki Swift,17999,PLN,Benzyna,148000,2013,Manualna
Opel,Opel Corsa 1.7 CDTI Cosmo,4000,PLN,Diesel,373432,2005,Manualna
MINI,MINI ONE salt,6000,PLN,Benzyna,208317,2003,Manualna
Opel,Opel Astra,92000,PLN,Hybryda Plug-in,27000,2024,Automatyczna
Volkswagen,Volkswagen Golf 2.0 TDI,52900,PLN,Diesel,183000,2020,Manualna
Mazda,Mazda CX-5 2.0 Skypassion,54000,PLN,Benzyna,220000,2015,Automatyczna
Opel,Opel Mokka 1.4 T Cosmo,38000,PLN,Benzyna+LPG,180989,2016,Manualna
Honda,Honda Civic,13999,PLN,Benzyna,200450,2005,Manualna
Citroën,Citroën C3 1.6 HDi Exclusive Euro5,15900,PLN,Diesel,192800,2011,Manualna
Fiat,Fiat Doblo 1.4 16V Active,45000,PLN,Benzyna,62700,2020,Manualna
Volvo,Volvo XC 60 T5 AWD Momentum,62900,PLN,Benzyna,186300,2015,Automatyczna
Audi,Audi A4 Limousine,23000,PLN,Benzyna,285000,2006,Manualna
Volkswagen,Volkswagen Polo Cross,7900,PLN,Diesel,190000,2008,Manualna
Peugeot,Peugeot 207 1.4 16V Trendy,2800,PLN,Benzyna,87282,2007,Manualna
Seat,Seat Arona 1.5 TSI FR S&S,61565,PLN,Benzyna,149460,2018,Manualna
Alfa Romeo,Alfa Romeo Giulietta,38800,PLN,Diesel,166000,2017,Manualna
Opel,Opel Astra 1.4 T Energy EU6,36800,PLN,Benzyna,84040,2016,Manualna
Lexus,Lexus UX 250h GPF Omotenashi AWD,110900,PLN,Hybryda,92000,2019,Automatyczna
Skoda,Skoda Superb,39900,PLN,Benzyna,227100,2020,Manualna
Jeep,Jeep Renegade 1.4 MultiAir Limited 4WD S&S,43000,PLN,Benzyna,200000,2015,Automatyczna
Skoda,Skoda Superb 2.0 TDI SCR 4x4 Style DSG,72570,PLN,Diesel,190000,2019,Automatyczna
Skoda,Skoda RAPID 1.2 TSI Ambition,29500,PLN,Benzyna,124424,2016,Manualna
Volvo,Volvo XC 60 B4 D Plus Dark,148900,PLN,Diesel,110121,2022,Automatyczna
Alfa Romeo,Alfa Romeo Stelvio 2.0 Turbo Intensa Q4,227900,PLN,Benzyna,7000,2025,Automatyczna
Audi,Audi Q5 45 TFSI mHEV Quattro Advanced S tronic,148900,PLN,Benzyna,92500,2022,Automatyczna
Fiat,Fiat 500X,48400,PLN,Benzyna,149000,2018,Automatyczna
Honda,Honda Civic,18500,PLN,Benzyna,59000,2000,Manualna
Ford,Ford Escape,53000,PLN,Benzyna,63000,2019,Automatyczna
Volkswagen,Volkswagen Passat,62500,PLN,Benzyna,191000,2018,Automatyczna
Hyundai,Hyundai H-1 Starex,38000,PLN,Diesel,237752,2006,Manualna
Mazda,Mazda 3 1.6 Exclusive,6765,PLN,Benzyna+LPG,257500,2008,Manualna
Fiat,Fiat Doblo 1.6 Multijet 16V Active,13500,PLN,Diesel,185724,2010,Manualna
Opel,Opel Crossland,60500,PLN,Benzyna,30500,2024,Manualna
Ford,Ford Kuga 1.6 EcoBoost FWD Titanium ASS,28900,PLN,Benzyna,179000,2013,Manualna
Fiat,Fiat Tipo 1.4 16V Lounge,32900,PLN,Benzyna,79095,2016,Manualna
Opel,Opel Mokka 1.2 T GS Line S&S,70900,PLN,Benzyna,65474,2022,Automatyczna
Ford,Ford Focus 2.0 TDCi Titanium ASS PowerShift,40999,PLN,Diesel,216000,2017,Automatyczna
Opel,Opel Vectra 1.8 Comfort,6000,PLN,Benzyna,335147,2005,Manualna
Suzuki,Suzuki Vitara 1.4 Boosterjet Premium 2WD,53900,PLN,Benzyna,166122,2018,Manualna
Peugeot,Peugeot 5008,56900,PLN,Diesel,130682,2019,Automatyczna
Volkswagen,Volkswagen Passat,6666,PLN,Benzyna,220000,1997,Manualna
Lexus,Lexus UX,109900,PLN,Hybryda,90280,2019,Automatyczna
Suzuki,Suzuki Swift 1.2 Dualjet Hybrid Club,41900,PLN,Benzyna,110106,2020,Manualna
Seat,Seat Ateca 2.0 TDI FR S&S 4Drive DSG,79900,PLN,Diesel,99900,2018,Automatyczna
Peugeot,Peugeot 5008,16000,PLN,Diesel,173435,2010,Manualna
Opel,Opel Corsa,50999,PLN,Benzyna,41211,2022,Automatyczna
Hyundai,Hyundai i30,51000,PLN,Benzyna,72012,2021,Automatyczna
Seat,Seat Ibiza,5500,PLN,Diesel,200354,2008,Manualna
Citroën,Citroën C5X,68499,PLN,Benzyna,95203,2023,Automatyczna
Fiat,Fiat Grande Punto,9300,PLN,Benzyna,159400,2008,Manualna
Renault,Renault Laguna,32500,PLN,Diesel,186769,2013,Manualna
MG,MG HS,81998,PLN,Benzyna,21010,2023,Automatyczna
Jeep,Jeep Cherokee 2.8 CRD Limited,28900,PLN,Diesel,201300,2007,Automatyczna
BMW,BMW Seria 3 318d DPF,11900,PLN,Diesel,350000,2010,Manualna
Audi,Audi Q7 45 TDI mHEV Quattro S Line Tiptr,420783,PLN,Diesel,2100,2025,Automatyczna
Jeep,Jeep Compass 2.2 CRD 4x4 Limited,9900,PLN,Diesel,210000,2011,Manualna
MINI,MINI 1300,38500,PLN,Benzyna,91000,1997,Manualna
Mercedes-Benz,Mercedes-Benz GLC,78500,PLN,Benzyna,185053,2015,Automatyczna
Porsche,Porsche 911 Turbo S,1099000,PLN,Benzyna,20000,2023,Automatyczna
Alfa Romeo,Alfa Romeo Stelvio 2.0 Turbo Veloce Q4,229900,PLN,Benzyna,1,2025,Automatyczna
Mitsubishi,Mitsubishi Outlander,12900,PLN,Diesel,291972,2007,Manualna
BMW,BMW Seria 1,12000,PLN,Benzyna,267000,2008,Manualna
Ford,Ford Kuga,25500,PLN,Diesel,237743,2011,Manualna
BMW,BMW Seria 5 M550i xDrive,229000,PLN,Benzyna,46500,2023,Automatyczna
Renault,Renault Megane 1.6 16V Exception,11900,PLN,Benzyna+LPG,297051,2009,Manualna
Opel,Opel Mokka 1.4 T Cosmo,27900,PLN,Benzyna,238000,2015,Manualna
Lexus,Lexus RX 450h+ Prestige,319900,PLN,Hybryda Plug-in,16090,2025,Automatyczna
Fiat,Fiat Tipo 1.4 16v Pop,29900,PLN,Benzyna,129240,2016,Manualna
Mercedes-Benz,Mercedes-Benz W124 (1984-1993),45000,PLN,Benzyna,232000,1991,Manualna
Fiat,Fiat 500 1.2 8V Lounge,20900,PLN,Benzyna,103340,2011,Manualna
Land Rover,Land Rover Range Rover Sport,479000,PLN,Diesel,5,2025,Automatyczna
Hyundai,Hyundai Matrix,3500,PLN,Benzyna,260000,2009,Manualna
Audi,Audi A6 Avant 2.0 TFSI,13900,PLN,Benzyna,251000,2006,Manualna
Volkswagen,Volkswagen Golf 1.6 Comfortline,5900,PLN,Benzyna,244923,2001,Manualna
Nissan,Nissan Qashqai 2.0 dCi 4 x 4 DPF acenta,16000,PLN,Diesel,292933,2011,Manualna
BMW,BMW X3,129000,PLN,Benzyna,80000,2018,Automatyczna
Suzuki,Suzuki Jimny,48900,PLN,Benzyna,136000,2011,Manualna
Suzuki,Suzuki Jimny,56700,PLN,Benzyna,139000,2010,Manualna
Nissan,Nissan X-Trail 2.0 dCi Tekna 4WD Xtronic,72900,PLN,Diesel,42238,2018,Automatyczna
Opel,Opel Zafira 1.8 Elegance,4650,PLN,Benzyna+LPG,311000,2006,Manualna
Skoda,Skoda Octavia 1.9 TDI Ambiente,9900,PLN,Diesel,223000,2008,Manualna
Chevrolet,Chevrolet Aveo 1.4 16V LT,11499,PLN,Benzyna,151000,2011,Manualna
Kia,Kia ProCeed,32000,PLN,Benzyna,175363,2013,Manualna
Skoda,Skoda Kamiq 1.0 TSI Drive DSG,110500,PLN,Benzyna,5,2026,Automatyczna
Audi,Audi A3 Limousine,141900,PLN,Benzyna,8672,2026,Automatyczna
Skoda,Skoda Kamiq 1.5 TSI Drive DSG,116500,PLN,Benzyna,5,2026,Automatyczna
Skoda,Skoda Octavia 1.9 TDI Ambiente,12500,PLN,Diesel,234000,2007,Manualna
Volkswagen,Volkswagen Passat 1.5 TSI EVO Highline DSG,71900,PLN,Benzyna,71790,2018,Automatyczna
Volkswagen,Volkswagen Polo 1.4 TDI Trendline,5000,PLN,Diesel,226864,2005,Manualna
BMW,BMW X4,135000,PLN,Diesel,205000,2020,Automatyczna
Volkswagen,Volkswagen Golf 1.5 TSI ACT OPF BlueMotion Join,52500,PLN,Benzyna,150000,2018,Manualna
Mercedes-Benz,Mercedes-Benz CLA 200 7G-DCT,48950,PLN,Benzyna,227578,2015,Automatyczna
Audi,Audi Q3 Sportback 35 TFSI mHEV S tronic,187900,PLN,Benzyna,10,2026,Automatyczna
BMW,BMW M4 Competition sport,210000,PLN,Benzyna,121800,2021,Automatyczna
BYD,BYD Seal U,142500,PLN,Hybryda Plug-in,11150,2026,Automatyczna
Audi,Audi A4 Avant,56900,PLN,Diesel,219000,2022,Automatyczna
BMW,BMW Seria 3 320d DPF Edition Sport,24900,PLN,Diesel,224000,2012,Automatyczna
Lexus,Lexus IS 200,24900,PLN,Benzyna,254269,2001,Manualna
Opel,Opel Astra 2.0 CDTI Sport,19500,PLN,Diesel,228567,2013,Manualna
Kia,Kia Sorento 2.0 CRDI Business Line,68000,PLN,Diesel,148400,2015,Automatyczna
Toyota,Toyota Auris 1.4 D-4D Terra,10500,PLN,Diesel,275000,2011,Manualna
MINI,MINI ONE,109400,PLN,Benzyna,10,2026,Automatyczna
Toyota,Toyota Supra 3.0 Turbo,299000,PLN,Benzyna,25000,2024,Automatyczna
Mercedes-Benz,Mercedes-Benz Klasa V 220 (BlueTEC) d Avantgarde 7G-Tronic,130000,PLN,Diesel,332656,2018,Automatyczna
Volkswagen,Volkswagen Passat 2.0 TDI 4Mot Highline DSG,29000,PLN,Diesel,369000,2012,Automatyczna
BYD,BYD Sealion 7,247900,PLN,Elektryczny,10,2026,Automatyczna
Volkswagen,Volkswagen Passat CC 2.0 TDI DPF,28500,PLN,Diesel,188000,2010,Manualna
Audi,Audi A6 Avant 2.0T FSI,6900,PLN,Benzyna,474000,2007,Manualna
Renault,Renault Trafic,30000,PLN,Diesel,109078,2020,Manualna
BMW,BMW X3 xDrive30i xLine,112000,PLN,Benzyna,94953,2020,Automatyczna
Mitsubishi,Mitsubishi Space Star 1.0 Inform,13500,PLN,Benzyna,122354,2014,Manualna
Volvo,Volvo S60,6500,PLN,Diesel,380353,2005,Manualna
Skoda,Skoda Fabia 1.4 Comfort,3200,PLN,Benzyna,51898,2002,Manualna
Land Rover,Land Rover Discovery,15800,PLN,Diesel,220000,2002,Automatyczna
Porsche,Porsche Boxster S Tiptronic S,134700,PLN,Benzyna,74282,2007,Automatyczna
Maserati,Maserati Levante Q4,103900,PLN,Benzyna,74000,2017,Automatyczna
BYD,BYD Atto 3,183206,PLN,Elektryczny,10,2026,Automatyczna
Opel,Opel Crossland X,41000,PLN,Benzyna,56000,2020,Manualna
BMW,BMW Seria 1 116i M Sport,43000,PLN,Benzyna,224547,2019,Manualna
Skoda,Skoda Superb 3.6 FSI 4x4 Elegance DSG,32000,PLN,Benzyna,170212,2010,Automatyczna
Opel,Opel Astra 1.4 T Cosmo,21950,PLN,Benzyna+LPG,218000,2014,Manualna
Porsche,Porsche Macan T,299900,PLN,Benzyna,7000,2024,Automatyczna
Lexus,Lexus RX,355300,PLN,Hybryda Plug-in,5,2025,Automatyczna
Volkswagen,Volkswagen Caddy Standard,47000,PLN,Benzyna,48209,2021,Manualna
Audi,Audi A6 Limousine,37900,PLN,Benzyna,298000,2013,Automatyczna
Suzuki,Suzuki Grand Vitara 2.0,21500,PLN,Benzyna+LPG,217701,2006,Manualna
BYD,BYD Seal,244900,PLN,Elektryczny,10,2026,Automatyczna
Kia,Kia Sportage 1.6 T-GDI AWD DCT GT LINE,69900,PLN,Benzyna,150000,2017,Automatyczna
Mercedes-Benz,Mercedes-Benz Citan Tourer 415.703,20910,PLN,Diesel,299533,2016,Manualna
Porsche,Porsche Macan PDK,97000,PLN,Benzyna,159000,2018,Automatyczna
Mitsubishi,Mitsubishi Eclipse Cross 1.5 T-MIVEC ClearTec 2WD Diamant Edition,74999,PLN,Benzyna,29079,2020,Manualna
BMW,BMW X6 xDrive30d,199700,PLN,Diesel,149735,2020,Automatyczna
Toyota,Toyota C-HR 1.8 Hybrid Comfort,99900,PLN,Hybryda,49150,2023,Automatyczna
Skoda,Skoda Octavia 1.4 TSI Active,29900,PLN,Benzyna,289700,2015,Manualna
Renault,Renault Scenic,12000,PLN,Diesel,220000,2009,Manualna
Ford,Ford Focus 1.8 TDCi Ghia,3600,PLN,Diesel,261877,2007,Manualna
Nissan,Nissan Qashqai,18999,PLN,Benzyna+LPG,270646,2013,Manualna
Fiat,Fiat Panda,4500,PLN,Benzyna,150000,2003,Manualna
Ford,Ford Kuga 2.0 TDCi Trend FWD,12900,PLN,Diesel,260000,2009,Manualna
Audi,Audi A6 Limousine,86900,PLN,Benzyna,136257,2017,Automatyczna
Jeep,Jeep Cherokee 2.0 MJD Active Drive II Limited,44900,PLN,Diesel,210000,2015,Automatyczna
Citroën,Citroën C4 Cactus,11900,PLN,Benzyna,117000,2015,Manualna
Peugeot,Peugeot 208,19000,PLN,Benzyna,138080,2015,Manualna
Mazda,Mazda CX-30,78499,PLN,Benzyna,96566,2019,Automatyczna
Audi,Audi A4 Avant,45000,PLN,Diesel,188788,2015,Automatyczna
Skoda,Skoda Karoq,135999,PLN,Benzyna,28679,2025,Automatyczna
BMW,BMW X1 xDrive20i xLine,70000,PLN,Benzyna,170000,2016,Automatyczna
Audi,Audi A6 Limousine 2.0 TFSI S tronic,47000,PLN,Benzyna,255033,2014,Automatyczna
Land Rover,Land Rover Range Rover 5.0 V8 S/C AB,228000,PLN,Benzyna,175488,2019,Automatyczna
BMW,BMW Seria 3 320d xDrive mHEV M Sport,154700,PLN,Diesel,82764,2023,Automatyczna
Peugeot,Peugeot 207,9400,PLN,Benzyna+LPG,145000,2010,Manualna
Hyundai,Hyundai Tucson 1.7 CRDI BlueDrive Comfort 2WD,51900,PLN,Diesel,198000,2015,Manualna
Opel,Opel Vivaro,55350,PLN,Diesel,315925,2015,Manualna
Honda,Honda Civic 1.8 Executive,15500,PLN,Benzyna,222996,2008,Manualna
Fiat,Fiat Punto Evo 1.2 8V Easy Start&Stopp,10900,PLN,Benzyna,129900,2013,Manualna
Kia,Kia Sportage,85998,PLN,Benzyna,82316,2023,Manualna
Opel,Opel Corsa 1.2 Elegance S&S,29900,PLN,Benzyna,169000,2022,Manualna
Audi,Audi A4 Avant 1.8 T,12000,PLN,Benzyna+LPG,357000,2005,Manualna
Toyota,Toyota Corolla 1.8 Hybrid Style,104900,PLN,Hybryda,86012,2023,Automatyczna
Toyota,Toyota Yaris Hybrid 1.5 Style,85900,PLN,Hybryda,49007,2024,Automatyczna
BMW,BMW X4,146000,PLN,Diesel,145000,2019,Automatyczna
Renault,Renault Clio,1900,PLN,Benzyna,202529,2002,Manualna
Volkswagen,Volkswagen up! Standard,19500,PLN,Benzyna,94444,2013,Manualna
Mitsubishi,Mitsubishi ASX 1.6 DID Intense Plus 4WD,48900,PLN,Diesel,87794,2018,Manualna
Porsche,Porsche Cayenne Black Edition,539367,PLN,Benzyna,10,2026,Automatyczna
BYD,BYD Seal 6,166167,PLN,Hybryda Plug-in,10,2026,Automatyczna
Mercedes-Benz,Mercedes-Benz GLE 350 de PHEV 4-Matic AMG Line,249700,PLN,Hybryda Plug-in,111298,2022,Automatyczna
Mitsubishi,Mitsubishi Pajero 3.5 V6 GDI Elegance,9800,PLN,Benzyna,210000,2002,Automatyczna
Renault,Renault Clio 1.5 dCi Authentique,14000,PLN,Diesel,261000,2013,Manualna
Ford,Ford Focus 1.6 TDCi Silver X,7900,PLN,Diesel,243000,2009,Manualna
Volkswagen,Volkswagen Tiguan,61500,PLN,Diesel,282000,2018,Automatyczna
Peugeot,Peugeot 3008 1.2 PureTech Style,33900,PLN,Benzyna,67552,2016,Manualna
Ford,Ford Fiesta 1.25 Ambiente,24700,PLN,Benzyna,89390,2014,Manualna
Skoda,Skoda Octavia 1.9 TDI Elegance,15500,PLN,Diesel,275500,2007,Manualna
BMW-ALPINA,BMW-ALPINA D3 Standard,39999,PLN,Diesel,271272,2007,Manualna
BMW,BMW Seria 3,29000,PLN,Benzyna,274000,2002,Manualna
Hyundai,Hyundai ix35,28500,PLN,Diesel,187051,2012,Manualna
Honda,Honda Civic,119000,PLN,Hybryda,15620,2024,Automatyczna
Suzuki,Suzuki Vitara 1.5 Strong Hybrid Premium 4WD AGS,77367,PLN,Hybryda,43000,2022,Automatyczna
Skoda,Skoda Octavia,26500,PLN,Diesel,279000,2016,Automatyczna
Skoda,Skoda Octavia 1.5 TSI ACT Style DSG,64900,PLN,Benzyna,128000,2019,Automatyczna
Suzuki,Suzuki Grand Vitara 1.9 DDiS De Luxe,18000,PLN,Diesel,231342,2010,Manualna
Peugeot,Peugeot 407 2.0 HDi Premium,5500,PLN,Diesel,186700,2008,Manualna
BYD,BYD Seal U,192336,PLN,Hybryda Plug-in,10,2026,Automatyczna
BMW,BMW X5 xDrive40d mHEV,342078,PLN,Diesel,31200,2024,Automatyczna
Honda,Honda Civic,16900,PLN,Benzyna,203000,2006,Manualna
Toyota,Toyota RAV4 2.0 Style 4x4 MS,85000,PLN,Benzyna,128554,2017,Automatyczna
Nissan,Nissan Qashqai 2.0 dCi Acenta Pack,19900,PLN,Diesel,225000,2011,Manualna
Fiat,Fiat 500L Urban 1.3 Multijet Start&Stopp Lounge,19900,PLN,Diesel,142710,2013,Manualna
Mercedes-Benz,Mercedes-Benz GLA 220 4-Matic AMG Line,99500,PLN,Benzyna,43800,2018,Automatyczna
Toyota,Toyota RAV4 2.5 Plug-In Hybrid Selection 4x4,162900,PLN,Hybryda Plug-in,99333,2021,Automatyczna
Ford,Ford Mondeo,9000,PLN,Benzyna,258000,2008,Manualna
Dacia,Dacia Lodgy,16900,PLN,Diesel,230000,2015,Manualna
Porsche,Porsche Cayenne Standard,214900,PLN,Benzyna,108000,2021,Automatyczna
Dacia,Dacia Duster 1.6 Laureate Euro5,24000,PLN,Benzyna,168000,2014,Manualna
Alfa Romeo,Alfa Romeo Tonale 1.5 T4 GSE mHEV Sport Speciale DCT,186500,PLN,Hybryda,1,2026,Automatyczna
Renault,Renault Megane 1.9 dCi Business Line,7500,PLN,Diesel,323936,2010,Manualna
BMW,BMW X3,44800,PLN,Diesel,227057,2013,Automatyczna
Renault,Renault Scenic 2.0 16V Privilege X-Tronic CVT,17900,PLN,Benzyna,180000,2012,Automatyczna
Skoda,Skoda Fabia,4300,PLN,Diesel,324373,2006,Manualna
Nissan,Nissan Primera,4390,PLN,Benzyna,290000,2004,Manualna
BMW,BMW Seria 3 318d Sport Line,43000,PLN,Diesel,199000,2017,Automatyczna
Volkswagen,Volkswagen Golf,8000,PLN,Benzyna,275000,2004,Manualna
Opel,Opel Mokka 1.4 T Cosmo S&S 4x4,39800,PLN,Benzyna,109655,2014,Manualna
Porsche,Porsche Macan,119900,PLN,Benzyna,90500,2018,Automatyczna
Audi,Audi A6 Avant 2.0 TDI Ultra,60000,PLN,Diesel,208900,2015,Manualna
Opel,Opel Astra 1.4,8000,PLN,Benzyna,192129,2009,Manualna
BMW,BMW M8,349999,PLN,Benzyna,63524,2020,Automatyczna
Opel,Opel Zafira 1.6 CDTI Cosmo,27600,PLN,Diesel,192484,2015,Manualna
BMW,BMW X3 M Competition,265000,PLN,Benzyna,54124,2022,Automatyczna
Ford,Ford Focus C-Max,5600,PLN,Benzyna,193200,2007,Manualna
Volkswagen,Volkswagen Passat 1.8 TSI BMT Highline DSG,62000,PLN,Benzyna,224000,2017,Automatyczna
Denza,Denza N9,317700,PLN,Hybryda Plug-in,7300,2025,Automatyczna
Opel,Opel Insignia,12500,PLN,Benzyna,452000,2015,Manualna
Audi,Audi A5 Sportback,39444,PLN,Diesel,354000,2011,Manualna
Ford,Ford F150,149700,PLN,Benzyna,123656,2019,Automatyczna
Volkswagen,Volkswagen Passat 1.4 TSI BMT ACT Highline,45500,PLN,Benzyna,196200,2016,Manualna
Toyota,Toyota Yaris Hybrid 1.5 Comfort,65500,PLN,Hybryda,107000,2022,Automatyczna
Ford,Ford Mondeo 2.0 TDCi STart-Stopp PowerShift-Aut Titanium,28900,PLN,Diesel,288770,2015,Automatyczna
Lexus,Lexus NX 350h Omotenashi AWD,229900,PLN,Hybryda,38930,2023,Automatyczna
Alfa Romeo,Alfa Romeo Giulia 2.2 D Turbo Veloce Q4,235900,PLN,Diesel,1,2026,Automatyczna
BYD,BYD Seal U,168489,PLN,Hybryda Plug-in,10,2026,Automatyczna
Toyota,Toyota Corolla 1.8 Hybrid Style,104900,PLN,Hybryda,75311,2023,Automatyczna
Audi,Audi RS3 Sportback 2.5 TFSI GPF Quattro S tronic,139999,PLN,Benzyna,125000,2019,Automatyczna
Volvo,Volvo XC 90,185000,PLN,Benzyna,3520,2026,Automatyczna
Seat,Seat Leon 2.0 TDI DPF Start&Stop FR,39500,PLN,Diesel,238208,2015,Manualna
Honda,Honda CR-V 2.0 Executive,38400,PLN,Benzyna,218982,2011,Manualna
Renault,Renault Megane,6900,PLN,Diesel,212900,2004,Manualna
Toyota,Toyota Yaris Cross Hybrid 1.5 Style,108700,PLN,Hybryda,10133,2025,Automatyczna
Toyota,Toyota C-HR 1.8 Hybrid GPF Comfort,87800,PLN,Hybryda,111400,2022,Automatyczna
Infiniti,Infiniti FX,27900,PLN,Benzyna,232000,2008,Automatyczna
Porsche,Porsche Macan PDK,96000,PLN,Benzyna,140000,2017,Automatyczna
Toyota,Toyota Sienna 3.5 V6 SE,64500,PLN,Benzyna+LPG,187000,2014,Automatyczna
Renault,Renault Kangoo 1.6 8V Helios,14500,PLN,Benzyna,192000,2010,Manualna
BMW,BMW Seria 3 328i xDrive Luxury Line,55000,PLN,Benzyna,177000,2014,Automatyczna
Hyundai,Hyundai i10 1.0 BlueDrive Comfort,23900,PLN,Benzyna,140527,2018,Manualna
Volkswagen,Volkswagen Golf Plus 1.4 TSI Comfortline DSG,18600,PLN,Benzyna,211000,2011,Automatyczna
Chevrolet,Chevrolet Corvette,114000,PLN,Benzyna,73278,2005,Automatyczna
Volvo,Volvo XC 60 D4 AWD Summum,69900,PLN,Diesel,272684,2017,Automatyczna
Toyota,Toyota Proace Verso 2.0 D4-D Long Business,151850,PLN,Diesel,58983,2024,Manualna
Toyota,Toyota C-HR 2.0 Hybrid Selection,99850,PLN,Hybryda,61478,2019,Automatyczna
Volkswagen,Volkswagen Transporter,89600,PLN,Diesel,147488,2019,Manualna
Toyota,Toyota Corolla 1.8 Hybrid Comfort,89800,PLN,Hybryda,100274,2022,Automatyczna
MINI,MINI Countryman C mHEV Blackyard,178100,PLN,Hybryda,10,2025,Automatyczna
MINI,MINI Cooper C Linia Classic,140700,PLN,Benzyna,17,2025,Automatyczna
Audi,Audi A6 Limousine 40 TDI mHEV Quattro Sport S tronic,106000,PLN,Diesel,173000,2020,Automatyczna
Alfa Romeo,Alfa Romeo Spider 2.0 TSpark,19900,PLN,Benzyna,186775,2001,Manualna
Alfa Romeo,Alfa Romeo Giulietta 2.0 JTDM Progression,12999,PLN,Diesel,292300,2011,Manualna
Audi,Audi Q5 2.0 TFSI Quattro Sport S tronic,74500,PLN,Benzyna,199982,2018,Automatyczna
Opel,Opel Astra 1.8 Sport,13900,PLN,Benzyna+LPG,176000,2006,Manualna
MINI,MINI Cooper,41900,PLN,Benzyna,139144,2018,Automatyczna
Skoda,Skoda Kodiaq 2.0 TSI 4x4 Drive DSG,192116,PLN,Benzyna,7,2026,Automatyczna
Jaguar,Jaguar XJ,39900,PLN,Benzyna,142935,2004,Automatyczna
Honda,Honda Civic,7900,PLN,Benzyna,188000,2004,Manualna
Opel,Opel Mokka 1.6 CDTI ecoFLEX Start/Stop 4x4 Edition,39900,PLN,Diesel,136000,2015,Manualna
Skoda,Skoda Fabia 1.0 TSI Drive,81800,PLN,Benzyna,1,2026,Manualna
Citroën,Citroën C5 Aircross 1.2 mHEV Max eDCT6,129900,PLN,Benzyna,8100,2025,Automatyczna
MINI,MINI Aceman SE 54.2kWh Linia Favoured,179600,PLN,Elektryczny,19,2025,Automatyczna
Renault,Renault Captur,32900,PLN,Benzyna,120000,2014,Automatyczna
Kia,Kia Sportage 1.6 T-GDI HEV Business Line 2WD,99900,PLN,Hybryda,135000,2022,Automatyczna
Citroën,Citroën Jumper L2H2 S&S Live,89900,PLN,Diesel,245359,2019,Manualna
Mercedes-Benz,Mercedes-Benz Klasa G,229000,PLN,Diesel,142500,2009,Automatyczna
Volvo,Volvo XC 60,129900,PLN,Benzyna,125950,2021,Automatyczna
Porsche,Porsche 911 Carrera 4 GTS,807577,PLN,Benzyna,18225,2023,Automatyczna
BMW,BMW Seria 3 320d xDrive,59900,PLN,Diesel,154550,2014,Automatyczna
Volkswagen,Volkswagen T-Roc,64900,PLN,Diesel,194000,2018,Automatyczna
